Day
"13,48,9,48,4,48,8,48,11,48,8,48,1,48,14,48,9,48,1,48,8,48,13,48,10,48,14,48,13,48,1,48,13,48,5,48,6,48,12,48,16,48,16,48,16,48,13,48,2,48,8,48,13,48,9,48,1,48,13"
"1,48,1,48,13,48,13,48,1,48,13,48,13,48,5,48,14,48,13,48,13,48,13,48,1,48,1,48,15,48,1,48,5,48,13,48,13,48,1,48,16,48,16,48,16,48,1,48,13,48,10,48,13,48,13,48,1,48,1"
"13,48,13,48,9,48,13,48,14,48,9,48,9,48,1,48,8,48,14,48,9,48,14,48,13,48,9,48,2,48,9,48,13,48,10,48,13,48,15,48,16,48,16,48,16,48,11,48,9,48,13,48,13,48,1,48,5,48,1"
"1,48,1,48,14,48,5,48,1,48,13,48,9,48,1,48,5,48,14,48,13,48,13,48,1,48,9,48,13,48,13,48,1,48,13,48,14,48,1,48,16,48,16,48,16,48,1,48,1,48,9,48,1,48,1,48,13,48,1"
"6,48,1,48,5,48,13,48,13,48,13,48,8,48,13,48,12,48,13,48,9,48,9,48,13,48,7,48,13,48,14,48,6,48,5,48,13,48,6,48,16,48,16,48,16,48,13,48,5,48,9,48,13,48,6,48,13,48,12"
"13,48,13,48,14,48,9,48,9,48,13,48,14,48,9,48,1,48,13,48,13,48,5,48,5,48,1,48,15,48,13,48,5,48,9,48,11,48,2,48,16,48,16,48,16,48,13,48,13,48,1,48,2,48,1,48,1,48,7"
"9,48,13,48,13,48,10,48,13,48,13,48,13,48,13,48,1,48,9,48,13,48,13,48,12,48,1,48,13,48,3,48,13,48,9,48,14,48,12,48,16,48,16,48,16,48,6,48,11,48,9,48,13,48,1,48,1,48,9"
"8,48,1,48,14,48,15,48,5,48,13,48,13,48,1,48,13,48,1,48,5,48,13,48,13,48,9,48,11,48,13,48,14,48,9,48,9,48,10,48,16,48,16,48,16,48,13,48,11,48,0,48,14,48,5,48,13,48,13"
"13,48,13,48,13,48,13,48,6,48,9,48,13,48,13,48,5,48,9,48,9,48,15,48,7,48,14,48,13,48,11,48,5,48,14,48,11,48,13,48,16,48,16,48,16,48,6,48,14,48,15,48,14,48,1,48,5,48,15"
"13,48,14,48,13,48,13,48,13,48,11,48,8,48,14,48,2,48,13,48,11,48,13,48,9,48,13,48,6,48,1,48,13,48,13,48,12,48,8,48,16,48,16,48,16,48,8,48,6,48,13,48,7,48,15,48,14,48,15"
"9,48,1,48,11,48,9,48,14,48,13,48,9,48,4,48,8,48,6,48,9,48,8,48,13,48,1,48,6,48,1,48,14,48,13,48,9,48,9,48,16,48,16,48,16,48,15,48,13,48,9,48,1,48,13,48,6,48,5"
"9,48,9,48,1,48,13,48,6,48,1,48,13,48,1,48,13,48,13,48,13,48,14,48,13,48,1,48,13,48,13,48,1,48,5,48,13,48,5,48,16,48,16,48,16,48,1,48,9,48,6,48,5,48,10,48,1,48,1"
"13,48,14,48,4,48,6,48,13,48,14,48,14,48,10,48,8,48,8,48,11,48,13,48,9,48,6,48,13,48,8,48,1,48,13,48,10,48,10,48,16,48,16,48,16,48,1,48,5,48,13,48,1,48,13,48,1,48,9"
"1,48,1,48,13,48,14,48,13,48,1,48,14,48,13,48,1,48,13,48,9,48,13,48,11,48,1,48,9,48,13,48,14,48,1,48,13,48,13,48,16,48,16,48,16,48,13,48,13,48,16,48,1,48,13,48,13,48,1"
"9,48,14,48,8,48,5,48,14,48,11,48,5,48,7,48,9,48,8,48,14,48,15,48,13,48,16,48,9,48,13,48,13,48,12,48,13,48,13,48,16,48,16,48,16,48,1,48,11,48,12,48,5,48,6,48,13,48,13"
"8,48,1,48,14,48,8,48,9,48,9,48,1,48,13,48,14,48,9,48,1,48,13,48,4,48,12,48,14,48,9,48,1,48,16,48,4,48,11,48,16,48,16,48,16,48,15,48,5,48,9,48,1,48,12,48,14,48,1"
"5,48,9,48,13,48,14,48,13,48,13,48,16,48,13,48,8,48,10,48,14,48,13,48,5,48,13,48,9,48,13,48,4,48,13,48,6,48,9,48,16,48,16,48,16,48,9,48,11,48,9,48,13,48,6,48,9,48,11"
"5,48,1,48,1,48,13,48,13,48,1,48,13,48,1,48,1,48,5,48,1,48,14,48,5,48,1,48,13,48,13,48,13,48,9,48,13,48,14,48,16,48,16,48,16,48,1,48,13,48,16,48,1,48,13,48,14,48,1"
"8,48,13,48,11,48,8,48,1,48,9,48,6,48,9,48,9,48,6,48,13,48,8,48,9,48,16,48,3,48,13,48,13,48,0,48,13,48,6,48,16,48,16,48,16,48,1,48,6,48,9,48,13,48,1,48,1,48,10"
"9,48,13,48,13,48,9,48,13,48,1,48,5,48,14,48,13,48,13,48,9,48,16,48,13,48,2,48,6,48,1,48,14,48,6,48,5,48,6,48,16,48,16,48,16,48,9,48,9,48,8,48,9,48,9,48,13,48,13"
"14,48,15,48,13,48,13,48,9,48,8,48,6,48,13,48,16,48,4,48,14,48,9,48,13,48,11,48,1,48,9,48,12,48,13,48,10,48,13,48,16,48,16,48,16,48,8,48,13,48,2,48,1,48,8,48,6,48,5"
"13,48,9,48,1,48,14,48,10,48,8,48,13,48,9,48,14,48,13,48,6,48,14,48,8,48,13,48,15,48,1,48,16,48,13,48,13,48,13,48,16,48,16,48,16,48,14,48,8,48,16,48,10,48,13,48,9,48,14"
"3,48,5,48,1,48,9,48,5,48,1,48,13,48,5,48,8,48,13,48,13,48,5,48,1,48,1,48,9,48,11,48,16,48,5,48,9,48,6,48,16,48,16,48,16,48,10,48,13,48,1,48,15,48,8,48,16,48,5"
"10,48,9,48,13,48,2,48,9,48,10,48,5,48,1,48,5,48,13,48,14,48,9,48,13,48,1,48,1,48,9,48,6,48,16,48,0,48,1,48,16,48,16,48,16,48,8,48,13,48,16,48,16,48,13,48,1,48,13"
"14,48,1,48,13,48,13,48,6,48,9,48,5,48,13,48,13,48,9,48,14,48,16,48,13,48,16,48,14,48,11,48,14,48,2,48,15,48,13,48,16,48,16,48,16,48,13,48,15,48,16,48,1,48,1,48,13,48,16"
"1,48,13,48,16,48,13,48,8,48,13,48,14,48,14,48,5,48,8,48,2,48,2,48,1,48,13,48,13,48,16,48,13,48,5,48,16,48,8,48,16,48,16,48,16,48,7,48,16,48,12,48,13,48,13,48,15,48,6"
"0,48,0,48,16,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,16,48,0,48,11,48,16,48,16,48,11,48,0,48,0,48,16,48,0,48,16,48,16,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,5"
"5,48,16,48,5,48,16,48,3,48,16,48,14,48,14,48,14,48,5,48,16,48,16,48,3,48,5,48,13,48,13,48,13,48,13,48,13,48,16,48,16,48,16,48,16,48,5,48,16,48,16,48,5,48,14,48,14,48,16"
"4,48,4,48,4,48,16,48,4,48,16,48,4,48,4,48,16,48,4,48,4,48,4,48,4,48,16,48,4,48,4,48,4,48,4,48,4,48,16,48,16,48,16,48,3,48,16,48,5,48,16,48,16,48,16,48,16,48,16"
"16,48,13,48,13,48,13,48,13,48,16,48,13,48,13,48,16,48,13,48,16,48,13,48,13,48,16,48,16,48,13,48,16,48,16,48,13,48,13,48,16,48,16,48,16,48,13,48,13,48,16,48,13,48,5,48,7,48,16"
"16,48,16,48,16,48,16,48,3,48,5,48,13,48,16,48,16,48,13,48,13,48,16,48,13,48,13,48,16,48,16,48,13,48,13,48,13,48,16,48,16,48,16,48,13,48,13,48,16,48,16,48,13,48,13,48,13,48,13"
"13,48,16,48,13,48,13,48,16,48,16,48,16,48,13,48,16,48,16,48,13,48,16,48,16,48,13,48,13,48,13,48,13,48,16,48,9,48,9,48,16,48,16,48,16,48,2,48,16,48,16,48,2,48,13,48,13,48,13"
"0,48,3,48,0,48,16,48,0,48,0,48,16,48,16,48,0,48,3,48,0,48,16,48,0,48,16,48,4,48,0,48,16,48,16,48,3,48,4,48,16,48,16,48,16,48,3,48,16,48,16,48,0,48,4,48,16,48,16"
"8,48,8,48,8,48,16,48,8,48,16,48,16,48,8,48,8,48,5,48,14,48,16,48,14,48,14,48,5,48,16,48,8,48,16,48,16,48,8,48,16,48,16,48,8,48,16,48,16,48,8,48,16,48,16,48,8,48,16"
"5,48,14,48,16,48,16,48,5,48,16,48,0,48,5,48,16,48,16,48,16,48,14,48,16,48,16,48,14,48,14,48,16,48,16,48,14,48,16,48,16,48,16,48,14,48,14,48,13,48,16,48,16,48,13,48,13,48,14"
"16,48,3,48,5,48,16,48,5,48,3,48,16,48,16,48,5,48,15,48,16,48,16,48,15,48,16,48,15,48,16,48,16,48,15,48,5,48,3,48,16,48,16,48,3,48,5,48,16,48,16,48,3,48,16,48,16,48,5"
"4,48,4,48,16,48,16,48,4,48,4,48,16,48,4,48,16,48,16,48,4,48,16,48,4,48,4,48,16,48,4,48,3,48,0,48,16,48,16,48,16,48,16,48,16,48,4,48,16,48,16,48,4,48,4,48,16,48,4"
"16,48,16,48,16,48,5,48,0,48,16,48,7,48,7,48,16,48,7,48,16,48,16,48,16,48,16,48,7,48,7,48,7,48,7,48,16,48,16,48,16,48,16,48,7,48,7,48,7,48,7,48,7,48,16,48,16,48,7"
"16,48,12,48,12,48,16,48,5,48,16,48,16,48,16,48,13,48,13,48,16,48,13,48,16,48,13,48,13,48,16,48,13,48,16,48,13,48,13,48,16,48,16,48,16,48,13,48,16,48,13,48,16,48,13,48,16,48,13"
"16,48,16,48,5,48,0,48,16,48,16,48,16,48,16,48,0,48,16,48,16,48,16,48,16,48,0,48,5,48,3,48,5,48,5,48,16,48,16,48,16,48,16,48,5,48,5,48,16,48,5,48,5,48,0,48,0,48,0"
"16,48,16,48,16,48,15,48,16,48,16,48,4,48,5,48,16,48,5,48,5,48,4,48,4,48,4,48,16,48,4,48,4,48,16,48,16,48,16,48,16,48,16,48,4,48,4,48,16,48,4,48,4,48,16,48,16,48,4"
"0,48,0,48,0,48,0,48,0,48,16,48,0,48,16,48,0,48,0,48,16,48,0,48,16,48,3,48,16,48,3,48,16,48,16,48,3,48,16,48,16,48,16,48,3,48,16,48,16,48,16,48,16,48,3,48,5,48,16"
"0,48,16,48,16,48,16,48,0,48,16,48,0,48,0,48,16,48,0,48,0,48,16,48,16,48,0,48,0,48,16,48,0,48,16,48,0,48,0,48,16,48,16,48,3,48,16,48,16,48,16,48,11,48,11,48,16,48,11"
"16,48,14,48,14,48,16,48,16,48,14,48,16,48,14,48,14,48,16,48,14,48,16,48,14,48,2,48,2,48,4,48,16,48,5,48,14,48,14,48,16,48,16,48,16,48,16,48,14,48,16,48,5,48,16,48,16,48,16"
